Ticker,Date,Open,High,Low,Close,Adj Close,Volume
^NYA,2019-01-02,11238.76953125,11407.7998046875,11204.2802734375,11383.5302734375,11383.5302734375,3733160000.0
^IXIC,2019-01-02,6506.91015625,6693.7099609375,6506.8798828125,6665.93994140625,6665.93994140625,2261800000.0
^FTSE,2019-01-02,6728.10009765625,6753.2998046875,6599.5,6734.2001953125,6734.2001953125,614252000.0
^NSEI,2019-01-02,10868.849609375,10895.349609375,10735.0498046875,10792.5,10792.5,309700.0
^BSESN,2019-01-02,36198.12890625,36236.69921875,35734.01171875,35891.51953125,35891.51953125,14705400.0
000001.SS,2019-01-02,2497.881103515625,2500.278076171875,2456.423095703125,2465.291015625,2465.291015625,109900.0
^N100,2019-01-02,902.0499877929688,912.52001953125,894.5599975585938,910.3499755859376,910.3499755859376,158629200.0
^DJI,2019-01-02,23058.609375,23413.470703125,22928.58984375,23346.240234375,23346.240234375,321570000.0
^GSPC,2019-01-02,2476.9599609375,2519.489990234375,2467.469970703125,2510.030029296875,2510.030029296875,3733160000.0
GC=F,2019-01-02,1286.0,1286.0,1277.5999755859375,1281.0,1281.0,149.0
CL=F,2019-01-02,45.79999923706055,47.77999877929688,44.34999847412109,46.540000915527344,46.540000915527344,850480.0
^NYA,2019-01-03,11343.7900390625,11343.7900390625,11169.4599609375,11190.4404296875,11190.4404296875,3858830000.0
^IXIC,2019-01-03,6584.77001953125,6600.2099609375,6457.1298828125,6463.5,6463.5,2631550000.0
^FTSE,2019-01-03,6734.2001953125,6753.10009765625,6685.10009765625,6692.7001953125,6692.7001953125,674099100.0
^NSEI,2019-01-03,10796.7998046875,10814.0498046875,10661.25,10672.25,10672.25,286200.0
^BSESN,2019-01-03,35934.5,35999.66015625,35475.5703125,35513.7109375,35513.7109375,17400.0
000001.SS,2019-01-03,2461.782958984375,2488.47900390625,2455.926025390625,2464.363037109375,2464.363037109375,124400.0
^N100,2019-01-03,901.6699829101562,905.77001953125,896.6500244140625,897.4500122070312,897.4500122070312,176035200.0
^DJI,2019-01-03,23176.390625,23176.390625,22638.41015625,22686.220703125,22686.220703125,424240000.0
^GSPC,2019-01-03,2491.919921875,2493.139892578125,2443.9599609375,2447.889892578125,2447.889892578125,3858830000.0
GC=F,2019-01-03,1286.800048828125,1292.0,1286.699951171875,1291.800048828125,1291.800048828125,10.0
CL=F,2019-01-03,46.2599983215332,47.4900016784668,45.34999847412109,47.09000015258789,47.09000015258789,788718.0
^NYA,2019-01-04,11323.73046875,11559.01953125,11323.73046875,11533.33984375,11533.33984375,4234140000.0
^IXIC,2019-01-04,6567.14013671875,6760.68994140625,6554.240234375,6738.85986328125,6738.85986328125,2596150000.0
^FTSE,2019-01-04,6692.7001953125,6850.39990234375,6692.5,6837.39990234375,6837.39990234375,639136700.0
^NSEI,2019-01-04,10699.7001953125,10741.0498046875,10628.650390625,10727.349609375,10727.349609375,296600.0
^BSESN,2019-01-04,35590.7890625,35744.19921875,35382.078125,35695.1015625,35695.1015625,15855600.0
^N225,2019-01-04,19655.130859375,19692.580078125,19241.369140625,19561.9609375,19561.9609375,91600000.0
000001.SS,2019-01-04,2446.01904296875,2515.31591796875,2440.906982421875,2514.867919921875,2514.867919921875,168900.0
^N100,2019-01-04,904.7999877929688,923.1900024414062,902.1199951171876,921.2999877929688,921.2999877929688,202506400.0
^DJI,2019-01-04,22894.919921875,23518.640625,22894.919921875,23433.16015625,23433.16015625,396020000.0
^GSPC,2019-01-04,2474.330078125,2538.070068359375,2474.330078125,2531.93994140625,2531.93994140625,4234140000.0
GC=F,2019-01-04,1294.199951171875,1294.199951171875,1275.300048828125,1282.699951171875,1282.699951171875,34.0
CL=F,2019-01-04,46.900001525878906,49.220001220703125,46.650001525878906,47.959999084472656,47.959999084472656,817277.0
^NYA,2019-01-07,11536.0498046875,11678.9697265625,11504.76953125,11605.9599609375,11605.9599609375,4133120000.0
^IXIC,2019-01-07,6757.52978515625,6855.60009765625,6741.39990234375,6823.47021484375,6823.47021484375,2523450000.0
^FTSE,2019-01-07,6837.39990234375,6874.10009765625,6778.0,6810.89990234375,6810.89990234375,736559900.0
^NSEI,2019-01-07,10804.849609375,10835.9501953125,10750.150390625,10771.7998046875,10771.7998046875,269400.0
^BSESN,2019-01-07,35971.1796875,36076.94921875,35809.23046875,35850.16015625,35850.16015625,14831200.0
^N225,2019-01-07,19944.609375,20266.220703125,19920.80078125,20038.970703125,20038.970703125,81500000.0
000001.SS,2019-01-07,2528.698974609375,2536.97802734375,2515.508056640625,2533.089111328125,2533.089111328125,177300.0
^N100,2019-01-07,924.8099975585938,925.3900146484376,914.4099731445312,919.6599731445312,919.6599731445312,160668600.0
^DJI,2019-01-07,23474.259765625,23687.740234375,23301.58984375,23531.349609375,23531.349609375,334200000.0
^GSPC,2019-01-07,2535.610107421875,2566.159912109375,2524.56005859375,2549.68994140625,2549.68994140625,4133120000.0
GC=F,2019-01-07,1286.800048828125,1286.800048828125,1286.5999755859375,1286.800048828125,1286.800048828125,2.0
CL=F,2019-01-07,48.29999923706055,49.790000915527344,48.11000061035156,48.52000045776367,48.52000045776367,819939.0
^NYA,2019-01-08,11702.5,11727.75,11621.150390625,11716.23046875,11716.23046875,4120060000.0
^IXIC,2019-01-08,6893.43994140625,6909.580078125,6795.85986328125,6897.0,6897.0,2407340000.0
^FTSE,2019-01-08,6810.89990234375,6901.5,6804.89990234375,6861.60009765625,6861.60009765625,651977000.0
^NSEI,2019-01-08,10786.25,10818.4501953125,10733.25,10802.150390625,10802.150390625,277700.0
^BSESN,2019-01-08,35964.62109375,36037.3515625,35753.94921875,35980.9296875,35980.9296875,16218000.0
^N225,2019-01-08,20224.669921875,20347.919921875,20106.359375,20204.0390625,20204.0390625,86400000.0
000001.SS,2019-01-08,2530.300048828125,2531.344970703125,2520.1650390625,2526.4619140625,2526.4619140625,158100.0
^N100,2019-01-08,920.260009765625,935.6400146484376,919.52001953125,929.2999877929688,929.2999877929688,202465000.0
^DJI,2019-01-08,23680.3203125,23864.650390625,23581.44921875,23787.44921875,23787.44921875,317420000.0
^GSPC,2019-01-08,2568.110107421875,2579.820068359375,2547.56005859375,2574.409912109375,2574.409912109375,4120060000.0
GC=F,2019-01-08,1280.5,1283.199951171875,1278.199951171875,1283.199951171875,1283.199951171875,54.0
CL=F,2019-01-08,48.72999954223633,49.95000076293945,48.310001373291016,49.77999877929688,49.77999877929688,765981.0
^NYA,2019-01-09,11758.0302734375,11811.6796875,11712.3701171875,11778.419921875,11778.419921875,4088740000.0
^IXIC,2019-01-09,6923.06005859375,6985.22021484375,6899.56005859375,6957.080078125,6957.080078125,2434500000.0
^FTSE,2019-01-09,6861.60009765625,6938.2998046875,6861.60009765625,6906.60009765625,6906.60009765625,860684900.0
^NSEI,2019-01-09,10862.400390625,10870.400390625,10749.400390625,10855.150390625,10855.150390625,333000.0
^BSESN,2019-01-09,36181.37109375,36250.5390625,35863.2890625,36212.91015625,36212.91015625,20300.0
^N225,2019-01-09,20366.30078125,20494.349609375,20331.19921875,20427.060546875,20427.060546875,72800000.0
000001.SS,2019-01-09,2536.4169921875,2574.407958984375,2536.156982421875,2544.344970703125,2544.344970703125,191900.0
^N100,2019-01-09,936.5399780273438,941.02001953125,932.8699951171876,935.5900268554688,935.5900268554688,199114400.0
^DJI,2019-01-09,23844.26953125,24084.7109375,23703.16015625,23879.119140625,23879.119140625,324570000.0
^GSPC,2019-01-09,2580.0,2595.320068359375,2568.889892578125,2584.9599609375,2584.9599609375,4088740000.0
GC=F,2019-01-09,1279.4000244140625,1289.300048828125,1279.199951171875,1289.300048828125,1289.300048828125,102.0
CL=F,2019-01-09,49.79999923706055,52.58000183105469,49.709999084472656,52.36000061035156,52.36000061035156,891922.0
^NYA,2019-01-10,11731.5498046875,11843.599609375,11701.8095703125,11839.3095703125,11839.3095703125,3721300000.0
^IXIC,2019-01-10,6908.64990234375,6991.3701171875,6877.080078125,6986.06982421875,6986.06982421875,2190110000.0
^FTSE,2019-01-10,6906.60009765625,6948.2001953125,6860.7998046875,6942.89990234375,6942.89990234375,611434300.0
^NSEI,2019-01-10,10859.349609375,10859.349609375,10801.7998046875,10821.599609375,10821.599609375,254400.0
^BSESN,2019-01-10,36258.0,36269.30859375,36070.76171875,36106.5,36106.5,17331500.0
^N225,2019-01-10,20270.880859375,20345.919921875,20101.9296875,20163.80078125,20163.80078125,73700000.0
000001.SS,2019-01-10,2543.85302734375,2551.825927734375,2531.6640625,2535.09912109375,2535.09912109375,159900.0
^N100,2019-01-10,930.760009765625,936.1099853515624,926.6699829101562,936.1099853515624,936.1099853515624,164874600.0
^DJI,2019-01-10,23811.109375,24014.779296875,23703.25,24001.919921875,24001.919921875,338150000.0
^GSPC,2019-01-10,2573.510009765625,2597.820068359375,2562.02001953125,2596.639892578125,2596.639892578125,3721300000.0
GC=F,2019-01-10,1284.699951171875,1284.699951171875,1284.699951171875,1284.699951171875,1284.699951171875,0.0
CL=F,2019-01-10,52.18000030517578,52.77999877929688,51.369998931884766,52.59000015258789,52.59000015258789,821782.0
^NYA,2019-01-11,11806.75,11851.5498046875,11762.490234375,11848.009765625,11848.009765625,3447460000.0
^IXIC,2019-01-11,6947.4599609375,6975.64990234375,6933.60009765625,6971.47998046875,6971.47998046875,2074310000.0
^FTSE,2019-01-11,6942.89990234375,7001.89990234375,6902.7001953125,6918.2001953125,6918.2001953125,680478600.0
^NSEI,2019-01-11,10834.75,10850.150390625,10739.400390625,10794.9501953125,10794.9501953125,260800.0
