Ticker,Date,Open,High,Low,Close,Adj Close,Volume
^BSESN,2014-01-01,21222.189453125,21244.349609375,21133.8203125,21140.48046875,21140.48046875,4000.0
^NYA,2014-01-02,10352.7099609375,10352.7099609375,10258.6298828125,10283.419921875,10283.419921875,3080600000.0
^IXIC,2014-01-02,4160.02978515625,4160.9599609375,4131.7900390625,4143.06982421875,4143.06982421875,1738820000.0
^FTSE,2014-01-02,6749.10009765625,6759.39990234375,6707.5,6717.89990234375,6717.89990234375,459529100.0
^NSEI,2014-01-02,6301.25,6358.2998046875,6211.2998046875,6221.14990234375,6221.14990234375,158100.0
^BSESN,2014-01-02,21179.91015625,21331.3203125,20846.669921875,20888.330078125,20888.330078125,9300.0
000001.SS,2014-01-02,2112.1259765625,2113.110107421875,2101.01611328125,2109.386962890625,2109.386962890625,68500.0
^N100,2014-01-02,812.1099853515625,813.010009765625,799.9199829101562,800.02001953125,800.02001953125,174117700.0
^DJI,2014-01-02,16572.169921875,16573.0703125,16416.490234375,16441.349609375,16441.349609375,80960000.0
^GSPC,2014-01-02,1845.8599853515625,1845.8599853515625,1827.739990234375,1831.97998046875,1831.97998046875,3080600000.0
GC=F,2014-01-02,1204.300048828125,1227.300048828125,1204.300048828125,1225.0,1225.0,209.0
CL=F,2014-01-02,98.5,98.97000122070312,95.33999633789062,95.44000244140624,95.44000244140624,251248.0
^NYA,2014-01-03,10296.5302734375,10323.2802734375,10279.9296875,10296.76953125,10296.76953125,2774270000.0
^IXIC,2014-01-03,4148.56005859375,4152.9599609375,4124.9599609375,4131.91015625,4131.91015625,1667480000.0
^FTSE,2014-01-03,6717.89990234375,6747.2998046875,6699.2998046875,6730.7001953125,6730.7001953125,374841500.0
^NSEI,2014-01-03,6194.5498046875,6221.7001953125,6171.25,6211.14990234375,6211.14990234375,139000.0
^BSESN,2014-01-03,20819.580078125,20885.1796875,20731.330078125,20851.330078125,20851.330078125,9300.0
000001.SS,2014-01-03,2101.5419921875,2102.1669921875,2075.89892578125,2083.135009765625,2083.135009765625,84500.0
^N100,2014-01-03,801.6099853515625,806.1799926757812,799.8099975585938,804.510009765625,804.510009765625,127973500.0
^DJI,2014-01-03,16456.890625,16518.740234375,16439.30078125,16469.990234375,16469.990234375,72770000.0
^GSPC,2014-01-03,1833.2099609375,1838.239990234375,1829.1300048828125,1831.3699951171875,1831.3699951171875,2774270000.0
GC=F,2014-01-03,1221.699951171875,1239.0,1221.699951171875,1238.4000244140625,1238.4000244140625,142.0
CL=F,2014-01-03,95.47000122070312,95.73999786376952,93.86000061035156,93.95999908447266,93.95999908447266,215522.0
^NYA,2014-01-06,10322.919921875,10329.9599609375,10262.919921875,10270.0498046875,10270.0498046875,3294850000.0
^IXIC,2014-01-06,4137.02978515625,4139.77978515625,4103.75,4113.68017578125,4113.68017578125,2292840000.0
^FTSE,2014-01-06,6730.7001953125,6752.0,6714.60009765625,6730.7001953125,6730.7001953125,524387000.0
^NSEI,2014-01-06,6220.85009765625,6224.7001953125,6170.25,6191.4501953125,6191.4501953125,118300.0
^BSESN,2014-01-06,20913.7890625,20913.7890625,20721.98046875,20787.30078125,20787.30078125,7600.0
^N225,2014-01-06,16147.5400390625,16164.009765625,15864.4404296875,15908.8798828125,15908.8798828125,192700000.0
000001.SS,2014-01-06,2078.68408203125,2078.68408203125,2034.0059814453125,2045.708984375,2045.708984375,89600.0
^N100,2014-01-06,803.3400268554688,806.030029296875,799.0599975585938,799.9099731445312,799.9099731445312,144308100.0
^DJI,2014-01-06,16474.0390625,16532.990234375,16405.51953125,16425.099609375,16425.099609375,89380000.0
^GSPC,2014-01-06,1832.31005859375,1837.1600341796875,1823.72998046875,1826.77001953125,1826.77001953125,3294850000.0
GC=F,2014-01-06,1232.800048828125,1247.0,1221.9000244140625,1237.800048828125,1237.800048828125,127.0
CL=F,2014-01-06,94.18000030517578,94.58999633789062,93.1999969482422,93.43000030517578,93.43000030517578,189379.0
^NYA,2014-01-07,11315.3701171875,11334.650390625,10309.0400390625,10327.330078125,10327.330078125,3511750000.0
^IXIC,2014-01-07,4128.56982421875,4158.18017578125,4126.47998046875,4153.18017578125,4153.18017578125,2278220000.0
^FTSE,2014-01-07,6730.7001953125,6768.89990234375,6718.10009765625,6755.5,6755.5,672375600.0
^NSEI,2014-01-07,6203.89990234375,6221.5,6144.75,6162.25,6162.25,138600.0
^BSESN,2014-01-07,20845.76953125,20890.48046875,20637.1796875,20693.240234375,20693.240234375,8100.0
^N225,2014-01-07,15835.41015625,15935.3701171875,15784.25,15814.3701171875,15814.3701171875,165900000.0
000001.SS,2014-01-07,2034.2239990234373,2052.279052734375,2029.2459716796875,2047.3170166015625,2047.3170166015625,63400.0
^N100,2014-01-07,801.27001953125,807.5900268554688,798.4400024414062,807.0399780273438,807.0399780273438,208949400.0
^DJI,2014-01-07,16429.01953125,16562.3203125,16429.01953125,16530.939453125,16530.939453125,81270000.0
^GSPC,2014-01-07,1828.7099609375,1840.0999755859373,1828.7099609375,1837.8800048828125,1837.8800048828125,3511750000.0
GC=F,2014-01-07,1239.300048828125,1242.4000244140625,1226.300048828125,1229.4000244140625,1229.4000244140625,73.0
CL=F,2014-01-07,93.5999984741211,94.22000122070312,93.3499984741211,93.66999816894533,93.66999816894533,177182.0
^NYA,2014-01-08,10324.7802734375,10333.98046875,10291.4501953125,10320.91015625,10320.91015625,3652140000.0
^IXIC,2014-01-08,4154.27978515625,4171.75,4145.0,4165.60986328125,4165.60986328125,2345220000.0
^FTSE,2014-01-08,6755.5,6755.5,6713.39990234375,6721.7998046875,6721.7998046875,720025300.0
^NSEI,2014-01-08,6178.0498046875,6192.10009765625,6160.35009765625,6174.60009765625,6174.60009765625,146900.0
^BSESN,2014-01-08,20767.419921875,20786.41015625,20688.1796875,20729.380859375,20729.380859375,8000.0
^N225,2014-01-08,15943.6796875,16121.4501953125,15906.5703125,16121.4501953125,16121.4501953125,206700000.0
000001.SS,2014-01-08,2047.2559814453125,2062.951904296875,2037.1099853515625,2044.3399658203125,2044.3399658203125,71600.0
^N100,2014-01-08,808.1099853515625,808.1799926757812,804.97998046875,807.9000244140625,807.9000244140625,214999300.0
^DJI,2014-01-08,16527.66015625,16528.880859375,16416.689453125,16462.740234375,16462.740234375,103260000.0
^GSPC,2014-01-08,1837.9000244140625,1840.02001953125,1831.4000244140625,1837.489990234375,1837.489990234375,3652140000.0
GC=F,2014-01-08,1227.5,1227.5,1218.5999755859375,1225.300048828125,1225.300048828125,189.0
CL=F,2014-01-08,93.95999908447266,94.18000030517578,92.26000213623048,92.33000183105467,92.33000183105467,244855.0
^NYA,2014-01-09,10335.7998046875,10344.2998046875,10277.3701171875,10325.740234375,10325.740234375,3581150000.0
^IXIC,2014-01-09,4179.0400390625,4182.740234375,4142.7001953125,4156.18994140625,4156.18994140625,2214770000.0
^FTSE,2014-01-09,6721.7998046875,6746.39990234375,6679.2998046875,6691.2998046875,6691.2998046875,782896500.0
^NSEI,2014-01-09,6181.7001953125,6188.0498046875,6148.25,6168.35009765625,6168.35009765625,150100.0
^BSESN,2014-01-09,20755.73046875,20778.130859375,20652.689453125,20713.369140625,20713.369140625,9000.0
^N225,2014-01-09,16002.8798828125,16004.5595703125,15838.4404296875,15880.330078125,15880.330078125,217400000.0
000001.SS,2014-01-09,2041.77294921875,2057.196044921875,2026.446044921875,2027.6219482421875,2027.6219482421875,75900.0
^N100,2014-01-09,807.5499877929688,810.6300048828125,801.260009765625,802.739990234375,802.739990234375,262930800.0
^DJI,2014-01-09,16471.41015625,16525.349609375,16378.6103515625,16444.759765625,16444.759765625,83990000.0
^GSPC,2014-01-09,1839.0,1843.22998046875,1830.3800048828125,1838.1300048828125,1838.1300048828125,3581150000.0
GC=F,2014-01-09,1225.800048828125,1229.300048828125,1225.800048828125,1229.300048828125,1229.300048828125,7.0
CL=F,2014-01-09,92.58000183105467,92.93000030517578,91.23999786376952,91.66000366210938,91.66000366210938,255784.0
^NYA,2014-01-10,10340.080078125,10373.990234375,10322.8798828125,10371.1298828125,10371.1298828125,3335710000.0
^IXIC,2014-01-10,4168.93994140625,4174.68017578125,4142.2099609375,4174.669921875,4174.669921875,2143070000.0
^FTSE,2014-01-10,6691.2998046875,6769.89990234375,6691.2998046875,6739.89990234375,6739.89990234375,811611800.0
^NSEI,2014-01-10,6178.85009765625,6239.10009765625,6139.60009765625,6171.4501953125,6171.4501953125,159900.0
^BSESN,2014-01-10,20760.720703125,20971.23046875,20625.169921875,20758.490234375,20758.490234375,10400.0
^N225,2014-01-10,15785.150390625,15922.1396484375,15754.7001953125,15912.0595703125,15912.0595703125,237500000.0
